Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,"Title: DEMO Process Process Hazard
Analysis Study
Study Date: 2024/03/25-2024/04/15",Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
,,,,,,,,,,,,,99-DWG-8622,,,AF-75469,"Desalter Waste
Water Cooler",,,,,
,,,,,,,,,,,,,,,,AF-99938,"Desalter Waste
Water Cooler",,,,,
,,,,,,,,,,,,,99-DWG-1017,,,D-33219A/B/C,"Desalter
Transformer",,,,,
,,,,,,,,,,,,,,,,D-33219,"Condensate
Desalter",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Page 78719,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"Title: DEMO Process Process Hazard
Analysis Study
Study Date: 2024/03/25-2024/04/15",,,,,,,,
DEMO Process Unit,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Nodes,,,,,,,,,Design Conditions/Parameters,,,,"Drawings /
References",,,Equipment,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Tag,Description,,,,,
37. Node 72045: Mud Wash,,,,,,,,,"From 41268 Desalter Project PHA.
Currently PM-35808A is not running
due to misalignment issues. Only
PM-35808B/C running.
Occasionally operated to disturb the
waste water in the desalters to
suspend sediment. 2 pumps in
parallel. One pump for each desalter
under normal operations (capability
to use either pump for either
desalter). Flow: maximum =
125gpm. Normal operation is for 79029-
100gpm. Feed to pumps is 144psig.
All valves in line are normally open
except the desalter 1 and 2 isolation
valves. 30 minutes per wash. Does
not interrupt normal operations. Mud
wash header in bottom of desalter.
Approximate dP = 25psi (169psig
total). Planned operation is daily.
PM-35808A/B/C:
- Design = 50 GPM, 10 HP, 3500
RPM
- Temp = 210 degF @ 84 psi deltaP",,,,99-DWG-4394,,,DT-81314A/B/C,"Desalter
Transformer",,,,,
,,,,,,,,,,,,,,,,D-81314,"Condensate
Desalter",,,,,
,,,,,,,,,,,,,40-PI-34747A,,,PM-35808A/B/C,"Desalter Mud
Wash Pumps",,,,,
,,,,,,,,,,,,,99-DWG-1017,,,D-33219A/B/C,"Desalter
Transformer",,,,,
,,,,,,,,,,,,,,,,D-33219,"Condensate
Desalter",,,,,
"38. Node 86554: VOC
Rundown/ Recirculation
Chiller and Light Virgin
VOC Tanks TK-24946-
24/25",,,,,,,,,"From 25134 Tank Farm Project PHA
This node includes the VOC
rundown chiller from Splitter 1
and/or 2 to Light Virgin VOC
(LVN) Tanks TK-24946-24 or TK-24946-
25. Also includes recirculation chiller
which will cool the VOC contents
of Light VOC Tank TK-24946-24 or
TK-24946-25 by recirculation through
the chiller by Recirculation Pump P-
6. Normal operation may include
one or two LVN tanks. Under one
LVN tank operation the rundown
and recirculation cooler operate on
the same tank, under two tank
operation, rundown and
recirculation may be on the same
tank or on opposite tanks.
The chillers are mainly used in the
summer season. The tanks' target
temperature is set based on
analysis of the tanks' Reid vapor
pressure (RVP) and a calculation of
the true vapor pressure (TVP) of the
tank. Current operation is to
rundown into one of two tanks and
recirculate/ discharge from the other
tank.
VOC is transferred from TK-24946-
24/25 and TK-61869-15 via VOC
Cargo Pumps P-2A/B and 38095""
pipeline to Galena Park Terminal
ground or water shipping area.",,,,99-DWG-2929,,,TK-97415-3,"Tank - 9000 Area
Feedstock",,,,,
,,,,,,,,,,,,,,,,MIX-74045,"Mixer - 9000 Area
Feedstock Tank",,,,,
,,,,,,,,,,,,,99-DWG-4009,,,P-6,"Pump - 9000 Area
VOC",,,,,
,,,,,,,,,,,,,99-DWG-1293,,,P-2A/B,"Pumps - 9000 Area
VOC",,,,,
,,,,,,,,,,,,,99-DWG-4133,,,TK-61869-15,"Tank - 9000 Area
VOC Heavy",,,,,
,,,,,,,,,,,,,,,,MIX-85424,"Mixer - 9000 Area
VOC Heavy
Tank",,,,,
,,,,,,,,,,,,,99-DWG-9878,,,MIX-75103,"Mixer - 9000
VOC Light Tank",,,,,
,,,,,,,,,,,,,,,,TK-24946-24,"9000 VOC Light
Tank",,,,,
,,,,,,,,,,,,,99-DWG-6333,,,MIX-58680,"Mixer - VOC
Heavy/Light Tank",,,,,
,,,,,,,,,,,,,,,,TK-24946-25,"VOC
Heavy/Light Tank",,,,,
,,,,,,,,,,,,,99-DWG-2883,,,,"Clinton Drive Pipe
Interfaces",,,,,
,,,,,,,,,From 25134 Tank Farm Project PHA,,,,99-DWG-4009,,,P-6,"Pump - 9000 Area
VOC",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Page 65724,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"Title: DEMO Process Process Hazard
Analysis Study
Study Date: 2024/03/25-2024/04/15",,,,,,,,
DEMO Process Unit,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Nodes,,,,,,,,,"Design Conditions/Parameters
This node includes the heavy
VOC rundown from Splitter 1
and/or 2 to Heavy Virgin VOC
(HVN) Tanks TK-61869-15 and TK-
120-25 can be used as swing tank.
Normal operation may include one
or two HVN tanks.
VOC is transferred from TK-24946-
25 and TK-61869-15 via VOC
Cargo Pumps P-2A/B and 38095""
pipeline to Galena Park Terminal
ground or water shipping area.",,,,"Drawings /
References",,,Equipment,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Tag,Description,,,,,
"39. Node 18556: Heavy Virgin
VOC Tanks TK-61869-15
and TK-24946-25",,,,,,,,,,,,,99-DWG-1293,,,P-2A/B,"Pumps - 9000 Area
VOC",,,,,
,,,,,,,,,,,,,99-DWG-4133,,,TK-61869-15,"Tank - 9000 Area
VOC Heavy",,,,,
,,,,,,,,,,,,,,,,MIX-85424,"Mixer - 9000 Area
VOC Heavy
Tank",,,,,
,,,,,,,,,,,,,99-DWG-6333,,,MIX-58680,"Mixer - VOC
Heavy/Light Tank",,,,,
,,,,,,,,,,,,,,,,TK-24946-25,"VOC
Heavy/Light Tank",,,,,
,,,,,,,,,,,,,99-DWG-2883,,,,"Clinton Drive Pipe
Interfaces",,,,,
"40. Node 89696: Kero Tanks
100-20/ 100-11/ 150-10 and
Recirc Filters/ Pumps",,,,,,,,,"From 25134 Tank Farm Project PHA
This node includes the kero
rundown from Splitter 1 and/or 2
through the Kero Filters FLT-52650/
12A/B/C/ 13A/B or FLT-89561/
22A/B/C/ 23A/B to Kero Tanks TK-
100-20/100-11 and TK-85935-10.
Normal operation is three kero tanks
and rundown through the filters.
Kero can be transferred between
Kero Tanks or through Kero Filters
via Recirculation Pump P-4 or
through Kero Transfer Pumps P-
1A/B to 38095"" pipeline to Galena Park
Terminal ground or water shipping
area.
TK-85935-10:
- Capacity = 150,165 BBl
- Design = Atm @ 200 degF
- MDMT = 30 degF
TK-61869-11:
- Capacity = 100,000 BBl
- Design = Atm @ 200 degF
- MDMT = 30 degF",,,,99-DWG-9830,,,TK-85935-10,"Tank - 9000 Area
Kerosene",,,,,
,,,,,,,,,,,,,,,,MIX-16573,"Mixer - 9000 Area
Kerosene Tank",,,,,
,,,,,,,,,,,,,99-DWG-8453,,,TK-61869-11,"Tank - 9000 Area
Kerosene",,,,,
,,,,,,,,,,,,,,,,MIX-44612,"Mixer - 9000 Area
Kerosene Tank",,,,,
,,,,,,,,,,,,,99-DWG-5784,,,TK-61869-12,"Tank - 9000 Area
Kerosene",,,,,
,,,,,,,,,,,,,,,,MIX-56959,"Mixer - 9000 Area
Kerosene Tank",,,,,
,,,,,,,,,,,,,99-DWG-7294,,,P-1A/B,"Pumps - 9000 Area
Kerosene / Diesel",,,,,
,,,,,,,,,,,,,99-DWG-3311,,,MIX-37542,"Mixer - 9000 Area
Diesel Tank",,,,,
,,,,,,,,,,,,,,,,TK-61869-20,"Tank - 9000 Area
Diesel",,,,,
,,,,,,,,,,,,,99-DWG-1209,,,P-4,"Kerosene/Diesel
Cargo Pump",,,,,
,,,,,,,,,,,,,99-DWG-2883,,,,"Clinton Drive Pipe
Interfaces",,,,,
,,,,,,,,,,,,,99-DWG-7350,,,P-KF,Filter Drain Pump,,,,,
,,,,,,,,,,,,,,,,FLT-52650 AND -21,Particulate Filters,,,,,
,,,,,,,,,,,,,,,,"FLT-38112A/B/C AND -
22A/B/C","""Clay"" Filters",,,,,
,,,,,,,,,,,,,,,,FLT-84873A/B AND -23A/B,Coalescing Filters,,,,,
,,,,,,,,,,,,,99-DWG-2929,,,TK-97415-3,"Tank - 9000 Area
Feedstock",,,,,
,,,,,,,,,,,,,,,,MIX-74045,"Mixer - 9000 Area
Feedstock Tank",,,,,
,,,,,,,,,,,,,99-DWG-5377,,,HTR-30860A/B/C/D,"Heaters - 9000
Area
AGO/Feedstock",,,,,
,,,,,,,,,,,,,,,,TK61869-13,"Tank - 9000 Area
AGO/Feedstock",,,,,
,,,,,,,,,,,,,,,,MIX-30860,"Mixer - 9000 Area
AGO/Feedstock
Tank",,,,,
,,,,,,,,,,,,,99-DWG-3095 Redline,,,P-7,"Pump - 9000 Area
Feedstock",,,,,
,,,,,,,,,,,,,,,,TK-61869-14,"Tank - 9000 Area
Feedstock",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Page 97959,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"Title: DEMO Process Process Hazard
Analysis Study
Study Date: 2024/03/25-2024/04/15",,,,,,,,
DEMO Process Unit,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Nodes,,,,,,,,,Design Conditions/Parameters,,,,"Drawings /
References",,,Equipment,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Tag,Description,,,,,
,,,,,,,,,,,,,,,,MIX-40903,"Mixer - 9000 Area
Feedstock Tank",,,,,
,,,,,,,,,,,,,99-DWG-3095,,,P-7,"Pump - 9000 Area
Feedstock",,,,,
,,,,,,,,,,,,,,,,TK-61869-14,"Tank - 9000 Area
Feedstock",,,,,
,,,,,,,,,,,,,,,,MIX-40903,"Mixer - 9000 Area
Feedstock Tank",,,,,
,,,,,,,,,,,,,99-DWG-7131,,,P-5,"Pump - 9000 Area
AGO",,,,,
,,,,,,,,,,,,,99-DWG-4133,,,TK-61869-15,"Tank - 9000 Area
VOC Heavy",,,,,
,,,,,,,,,,,,,,,,MIX-85424,"Mixer - 9000 Area
VOC Heavy
Tank",,,,,
"41. Node 67516: Diesel Tanks
100-12/ 100-21 and Pumps",,,,,,,,,"From 25134 Tank Farm Project PHA
This node includes the diesel
rundown from Splitter 1 and/or 2 to
Diesel Tanks TK-61869-12/ 21.
Normal operation is two diesel
tanks.
Diesel can be transferred between
Diesel Tanks via Recirculation
Pump P-4. Diesel Transfer Pumps
P-1A/B send diesel to 38095"" pipeline to
Galena Park Terminal ground or
water shipping area.
Diesel can be used to flush AGO
lines and sent to feed pumps. Diesel
flush can be returned to diesel tanks.
TK-61869-12:
- Capacity = 100,000 BBl
- Design = Atm @ 200 degF
- MDMT = 30 degF",,,,99-DWG-8164,,,TK-97415-2,"Tank - 9000 Area
Feedstock",,,,,
,,,,,,,,,,,,,,,,MIX-50155,"Mixer - 9000 Area
Feedstock Tank",,,,,
,,,,,,,,,,,,,99-DWG-2929,,,TK-97415-3,"Tank - 9000 Area
Feedstock",,,,,
,,,,,,,,,,,,,,,,MIX-74045,"Mixer - 9000 Area
Feedstock Tank",,,,,
,,,,,,,,,,,,,99-DWG-1829,,,HX1 & 2,"9000 Area Heat
Exchangers",,,,,
,,,,,,,,,,,,,99-DWG-5787,,,MIX-85766,Mixer - AGO,,,,,
,,,,,,,,,,,,,,,,TK-24946-22,Tank - AGO,,,,,
,,,,,,,,,,,,,,,,HTR-85766A/B/C/D,Heaters - AGO,,,,,
,,,,,,,,,,,,,99-DWG-8453,,,TK-61869-11,"Tank - 9000 Area
Kerosene",,,,,
,,,,,,,,,,,,,,,,MIX-44612,"Mixer - 9000 Area
Kerosene Tank",,,,,
,,,,,,,,,,,,,99-DWG-5784,,,TK-61869-12,"Tank - 9000 Area
Kerosene",,,,,
,,,,,,,,,,,,,,,,MIX-56959,"Mixer - 9000 Area
Kerosene Tank",,,,,
,,,,,,,,,,,,,99-DWG-4583,,,MIX-73158,"Mixer - 9000 Area
AGO Tank",,,,,
,,,,,,,,,,,,,,,,TK-24946-23,"Tank - 9000 Area
AGO",,,,,
,,,,,,,,,,,,,,,,HTR-73158A/B/C/D,"Heaters - 9000
Area AGO",,,,,
,,,,,,,,,,,,,99-DWG-5377,,,HTR-30860A/B/C/D,"Heaters - 9000
Area
AGO/Feedstock",,,,,
,,,,,,,,,,,,,,,,TK61869-13,"Tank - 9000 Area
AGO/Feedstock",,,,,
,,,,,,,,,,,,,,,,MIX-30860,"Mixer - 9000 Area
AGO/Feedstock
Tank",,,,,
,,,,,,,,,,,,,99-DWG-7189,,,P-3A/B,"Pumps - 9000 Area
AGO",,,,,
,,,,,,,,,,,,,99-DWG-4009,,,P-6,"Pump - 9000 Area
VOC",,,,,
,,,,,,,,,,,,,99-DWG-3095,,,P-7,"Pump - 9000 Area
Feedstock",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Page 95328,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"Title: DEMO Process Process Hazard
Analysis Study
Study Date: 2024/03/25-2024/04/15",,,,,,,,
DEMO Process Unit,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Nodes,,,,,,,,,Design Conditions/Parameters,,,,"Drawings /
References",,,Equipment,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Tag,Description,,,,,
,,,,,,,,,,,,,,,,TK-61869-14,"Tank - 9000 Area
Feedstock",,,,,
,,,,,,,,,,,,,,,,MIX-40903,"Mixer - 9000 Area
Feedstock Tank",,,,,
,,,,,,,,,,,,,99-DWG-3095 Redline,,,P-7,"Pump - 9000 Area
Feedstock",,,,,
,,,,,,,,,,,,,,,,TK-61869-14,"Tank - 9000 Area
Feedstock",,,,,
,,,,,,,,,,,,,,,,MIX-40903,"Mixer - 9000 Area
Feedstock Tank",,,,,
,,,,,,,,,,,,,99-DWG-7294,,,P-1A/B,"Pumps - 9000 Area
Kerosene / Diesel",,,,,
,,,,,,,,,,,,,99-DWG-7131,,,P-5,"Pump - 9000 Area
AGO",,,,,
,,,,,,,,,,,,,99-DWG-4133,,,TK-61869-15,"Tank - 9000 Area
VOC Heavy",,,,,
,,,,,,,,,,,,,,,,MIX-85424,"Mixer - 9000 Area
VOC Heavy
Tank",,,,,
,,,,,,,,,,,,,99-DWG-9064,,,MIX-80058,"Mixer - 9000 Area
Diesel Tank",,,,,
,,,,,,,,,,,,,,,,TK61869-21,"Tank - 9000 Area
Diesel",,,,,
,,,,,,,,,,,,,99-DWG-1209,,,P-4,"Kerosene/Diesel
Cargo Pump",,,,,
,,,,,,,,,,,,,99-DWG-2883,,,,"Clinton Drive Pipe
Interfaces",,,,,
,,,,,,,,,,,,,99-DWG-3761,,,PM-53688A/B/C,"Condensate Feed
Pumps",,,,,
,,,,,,,,,,,,,,,,P-HX,"Condensate Feed
Pump",,,,,
"42. Node 35174: AGO Tanks
100-13/ 120-22/ 120-23 and
Pumps",,,,,,,,,"From 25134 Tank Farm Project PHA
This node includes the AGO
rundown from Splitter 1 and/or 2 to
AGO Tanks TK-61869-13/ 120-22/23.
Normal operation is three AGO
tanks. One tank of the three tanks
will be set as low, medium and high
quality.
AGO can be transferred between
AGO Tanks via Recirculation Pump
P-5. AGO Transfer Pumps P-3A/B
send AGO to 38095"" pipeline to Galena
Park Terminal ground or water
shipping area, or return to a feed
tank.
The AGO pig launcher was intended
to pig the AGO transfer lines to the
terminal. It has never been used in
favor of diesel flushing the AGO
lines.
Heat Exchangers HX1/2
Exchangers can be used to circulate
the feed tanks through HX1/2 and
pre-heat the feed to the splitters as
an energy efficiency. This is not",,,,99-DWG-2929,,,TK-97415-3,"Tank - 9000 Area
Feedstock",,,,,
,,,,,,,,,,,,,,,,MIX-74045,"Mixer - 9000 Area
Feedstock Tank",,,,,
,,,,,,,,,,,,,99-DWG-1829,,,HX1 & 2,"9000 Area Heat
Exchangers",,,,,
,,,,,,,,,,,,,99-DWG-5787,,,MIX-85766,Mixer - AGO,,,,,
,,,,,,,,,,,,,,,,TK-24946-22,Tank - AGO,,,,,
,,,,,,,,,,,,,,,,HTR-85766A/B/C/D,Heaters - AGO,,,,,
,,,,,,,,,,,,,99-DWG-4583,,,MIX-73158,"Mixer - 9000 Area
AGO Tank",,,,,
,,,,,,,,,,,,,,,,TK-24946-23,"Tank - 9000 Area
AGO",,,,,
,,,,,,,,,,,,,,,,HTR-73158A/B/C/D,"Heaters - 9000
Area AGO",,,,,
,,,,,,,,,,,,,99-DWG-5377,,,HTR-30860A/B/C/D,"Heaters - 9000
Area
AGO/Feedstock",,,,,
,,,,,,,,,,,,,,,,TK61869-13,"Tank - 9000 Area
AGO/Feedstock",,,,,
,,,,,,,,,,,,,,,,MIX-30860,"Mixer - 9000 Area
AGO/Feedstock
Tank",,,,,
,,,,,,,,,,,,,99-DWG-7189,,,P-3A/B,"Pumps - 9000 Area
AGO",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Page 35657,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"Title: DEMO Process Process Hazard
Analysis Study
Study Date: 2024/03/25-2024/04/15",,,,,,,,
DEMO Process Unit,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Nodes,,,,,,,,,"Design Conditions/Parameters
used in practice due to high solids
and pump plugging as well as
potential environmental concern
with heating the feed tanks.
HX-1/2:
- Shell MAWP = 150 psig @ 650
degF
- Tube MAWP = 150 psig @ 650
degF
- MDMT = - 20 degF
TK-24946-22:
- Design = Atm @ 200 degF
- MDMT = 30 degF
TK-24946-23:
- Capacity = 120,000 BBl
- Design = Atm @ 200 degF
- MDMT = 30 degF
TK61869-13:
- Capacity = 100,000 BBL",,,,"Drawings /
References",,,Equipment,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Tag,Description,,,,,
,,,,,,,,,,,,,99-DWG-4009,,,P-6,"Pump - 9000 Area
VOC",,,,,
,,,,,,,,,,,,,99-DWG-3095,,,P-7,"Pump - 9000 Area
Feedstock",,,,,
,,,,,,,,,,,,,,,,TK-61869-14,"Tank - 9000 Area
Feedstock",,,,,
,,,,,,,,,,,,,,,,MIX-40903,"Mixer - 9000 Area
Feedstock Tank",,,,,
,,,,,,,,,,,,,99-DWG-3095 Redline,,,P-7,"Pump - 9000 Area
Feedstock",,,,,
,,,,,,,,,,,,,,,,TK-61869-14,"Tank - 9000 Area
Feedstock",,,,,
,,,,,,,,,,,,,,,,MIX-40903,"Mixer - 9000 Area
Feedstock Tank",,,,,
,,,,,,,,,,,,,99-DWG-7131,,,P-5,"Pump - 9000 Area
AGO",,,,,
,,,,,,,,,,,,,99-DWG-4133,,,TK-61869-15,"Tank - 9000 Area
VOC Heavy",,,,,
,,,,,,,,,,,,,,,,MIX-85424,"Mixer - 9000 Area
VOC Heavy
Tank",,,,,
,,,,,,,,,,,,,99-DWG-2883,,,,"Clinton Drive Pipe
Interfaces",,,,,
"43. Node 86555: Feed Tank and
Feed Pumps PM-53688A/B/C",,,,,,,,,"From 25134 Tank Farm Project PHA
This node includes Feed Tanks TK-
200-1/2/3. Normal operation is
three Feed tanks with no quality
difference. The plant can be fed from
12"" Magellan line to all three tanks
and TK-61869-14 and a 35796"" Kinder
Morgan Condensate Crude KMCC
line to all three tanks and TK-61869-
14. The Magellan line also includes
a pig launcher that is operated by
Galena Park. The pig launcher on
the KMCC line is not operated by
Galena Park.
Feed can be transferred between
Feed Tanks via Pump P-HX which
send feed through the AGO
Exchanger HX1/2. Feed Pumps PM-
111A/B/C send Feed to Splitter 1/2
from TK-97415-1/2/3. Feed can be
transferred from TK-61869-14 to TK-
200-1/2/3 via P-7 and then through
P-HX also through the AGO
Exchanger HX1/2 which will be
review in node 7. This node also
includes the hydrocarbon header
which is a maintenance drain from
the splitter, removes liquid from flare
knockout drum and is the relief
header for the Feed Pumps PM-
111A/B/C thermal safeties.
TK-97415-1/200-3:
- Capacity = 200,130 Atm BBl
- MDMT = 30 degF
- Max Temp = 200 degF",,,,99-DWG-5353,,,TK-97415-1,"Tank - 9000 Area
Feedstock",,,,,
,,,,,,,,,,,,,,,,MIX-98749,"Mixer - 9000 Area
Feedstock Tank",,,,,
,,,,,,,,,,,,,99-DWG-8164,,,TK-97415-2,"Tank - 9000 Area
Feedstock",,,,,
,,,,,,,,,,,,,,,,MIX-50155,"Mixer - 9000 Area
Feedstock Tank",,,,,
,,,,,,,,,,,,,99-DWG-2929,,,TK-97415-3,"Tank - 9000 Area
Feedstock",,,,,
,,,,,,,,,,,,,,,,MIX-74045,"Mixer - 9000 Area
Feedstock Tank",,,,,
,,,,,,,,,,,,,99-DWG-1829,,,HX1 & 2,"9000 Area Heat
Exchangers",,,,,
,,,,,,,,,,,,,99-DWG-5377,,,HTR-30860A/B/C/D,"Heaters - 9000
Area
AGO/Feedstock",,,,,
,,,,,,,,,,,,,,,,TK61869-13,"Tank - 9000 Area
AGO/Feedstock",,,,,
,,,,,,,,,,,,,,,,MIX-30860,"Mixer - 9000 Area
AGO/Feedstock
Tank",,,,,
,,,,,,,,,,,,,99-DWG-3095 Redline,,,P-7,"Pump - 9000 Area
Feedstock",,,,,
,,,,,,,,,,,,,,,,TK-61869-14,"Tank - 9000 Area
Feedstock",,,,,
,,,,,,,,,,,,,,,,MIX-40903,"Mixer - 9000 Area
Feedstock Tank",,,,,
,,,,,,,,,,,,,99-DWG-3095,,,P-7,"Pump - 9000 Area
Feedstock",,,,,
,,,,,,,,,,,,,,,,TK-61869-14,"Tank - 9000 Area
Feedstock",,,,,
,,,,,,,,,,,,,,,,MIX-40903,"Mixer - 9000 Area
Feedstock Tank",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Page 58747,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"Title: DEMO Process Process Hazard
Analysis Study
Study Date: 2024/03/25-2024/04/15",,,,,,,,
DEMO Process Unit,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Nodes,,,,,,,,,"Design Conditions/Parameters
TK-97415-2:
- Capacity = 200,130 BBl
- MAWP = Atm",,,,"Drawings /
References",,,Equipment,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Tag,Description,,,,,
,,,,,,,,,,,,,99-DWG-2883,,,,"Clinton Drive Pipe
Interfaces",,,,,
,,,,,,,,,,,,,99-DWG-3761,,,PM-53688A/B/C,"Condensate Feed
Pumps",,,,,
,,,,,,,,,,,,,,,,P-HX,"Condensate Feed
Pump",,,,,
,,,,,,,,,,,,,99-DWG-7727,,,,"W. Columbia P/L
Connection to
Splitter",,,,,
"44. Node 94182: Rerun Tank
100-14 and Rerun Pump P-
HX",,,,,,,,,"From 25134 Tank Farm Project PHA
This node includes Rerun Tank TK-
100-14. TK-61869-14 can be used as
a feed surge tank but is normally
used in Rerun service which takes
finished products after coolers. TK-
100-14 can also be fed by the
Magellan and KMCC pipelines
which was covered in Node 6.
Feed or Rerun can be transferred
from TK-61869-14 to Feed Tanks TK-
200-1/2/3 via Pump P-7 and then
through P-HX also through the AGO
Exchanger HX1/2 to each tank.
HX-1/2:
- Shell MAWP = 150 psig @ 650
degF
- Tube MAWP = 150 psig @ 650
degF
- MDMT = - 20 degF",,,,99-DWG-5353,,,TK-97415-1,"Tank - 9000 Area
Feedstock",,,,,
,,,,,,,,,,,,,,,,MIX-98749,"Mixer - 9000 Area
Feedstock Tank",,,,,
,,,,,,,,,,,,,99-DWG-8164,,,TK-97415-2,"Tank - 9000 Area
Feedstock",,,,,
,,,,,,,,,,,,,,,,MIX-50155,"Mixer - 9000 Area
Feedstock Tank",,,,,
,,,,,,,,,,,,,99-DWG-2929,,,TK-97415-3,"Tank - 9000 Area
Feedstock",,,,,
,,,,,,,,,,,,,,,,MIX-74045,"Mixer - 9000 Area
Feedstock Tank",,,,,
,,,,,,,,,,,,,99-DWG-1829,,,HX1 & 2,"9000 Area Heat
Exchangers",,,,,
,,,,,,,,,,,,,99-DWG-5377,,,HTR-30860A/B/C/D,"Heaters - 9000
Area
AGO/Feedstock",,,,,
,,,,,,,,,,,,,,,,TK61869-13,"Tank - 9000 Area
AGO/Feedstock",,,,,
,,,,,,,,,,,,,,,,MIX-30860,"Mixer - 9000 Area
AGO/Feedstock
Tank",,,,,
,,,,,,,,,,,,,99-DWG-3095 Redline,,,P-7,"Pump - 9000 Area
Feedstock",,,,,
,,,,,,,,,,,,,,,,TK-61869-14,"Tank - 9000 Area
Feedstock",,,,,
,,,,,,,,,,,,,,,,MIX-40903,"Mixer - 9000 Area
Feedstock Tank",,,,,
,,,,,,,,,,,,,99-DWG-3095,,,P-7,"Pump - 9000 Area
Feedstock",,,,,
,,,,,,,,,,,,,,,,TK-61869-14,"Tank - 9000 Area
Feedstock",,,,,
,,,,,,,,,,,,,,,,MIX-40903,"Mixer - 9000 Area
Feedstock Tank",,,,,
,,,,,,,,,,,,,99-DWG-3761,,,PM-53688A/B/C,"Condensate Feed
Pumps",,,,,
,,,,,,,,,,,,,,,,P-HX,"Condensate Feed
Pump",,,,,
"45. Node 77215: Waste Water
TK-5 and Pumps P-95795A/B P-
17 and P-74532",,,,,,,,,"From 25134 Tank Farm Project PHA
This node includes Waste Water
Tank TK-5. TK-5 receives process
water from Splitter 1/2 Overhead
Accumulator PV-56446/202 as well as
the curbed containment areas. TK-5
also receives water from the two lift
stations in the tank farm area which
receive water draw from each of the
product tanks and the curbed",,,,99-DWG-5353,,,TK-97415-1,"Tank - 9000 Area
Feedstock",,,,,
,,,,,,,,,,,,,,,,MIX-98749,"Mixer - 9000 Area
Feedstock Tank",,,,,
,,,,,,,,,,,,,99-DWG-8909,,,P84873 thru P38095,"Pumps - Process
Waste Water Tank",,,,,
,,,,,,,,,,,,,,,,TK 5-0,"Process Waste
Water Tank",,,,,
,,,,,,,,,,,,,99-DWG-8909 Redline,,,P84873 thru P38095,"Pumps - Process
Waste Water Tank",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Page 11535,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"Title: DEMO Process Process Hazard
Analysis Study
Study Date: 2024/03/25-2024/04/15",,,,,,,,
DEMO Process Unit,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Nodes,,,,,,,,,"Design Conditions/Parameters
containment areas. The water draw
from the spheres is isolated. The lift
stations send water to TK-5 using
Pumps P-84873/14/15/16. Pump P-98747
and PM-95795A/B send water to gulf
coast water authority. P-74532 is used
for oil skimming TK-5 and the oil is
sent through the Rerun line to Rerun
Tank TK-61869-14.",,,,"Drawings /
References",,,Equipment,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Tag,Description,,,,,
,,,,,,,,,,,,,,,,TK 5-0,"Process Waste
Water Tank",,,,,
